crispr_25	2L	90.00	20	1	1	1	19	4001446	4001465	3.3	24.7
crispr_25	2L	93.75	16	1	0	4	19	4066828	4066813	3.3	24.7
crispr_25	2L	88.89	18	2	0	2	19	4078191	4078208	3.3	24.7
crispr_25	2L	90.00	20	0	1	3	20	4371161	4371180	3.3	24.7
crispr_25	2L	88.89	18	2	0	3	20	7089831	7089814	3.3	24.7
crispr_25	2L	93.75	16	1	0	8	23	7414782	7414767	3.3	24.7
crispr_25	2L	93.75	16	1	0	4	19	11356068	11356083	3.3	24.7
crispr_25	2L	93.75	16	1	0	4	19	11538789	11538804	3.3	24.7
crispr_25	2L	85.71	21	3	0	3	23	12555463	12555443	3.3	24.7
crispr_25	2L	93.75	16	1	0	4	19	13057018	13057003	3.3	24.7
crispr_25	2L	88.89	18	2	0	5	22	16520938	16520921	3.3	24.7
crispr_25	2L	85.71	21	3	0	3	23	17733750	17733770	3.3	24.7
crispr_25	2L	88.89	18	2	0	4	21	19178418	19178435	3.3	24.7
crispr_25	2L	93.75	16	1	0	1	16	19464756	19464771	3.3	24.7
crispr_25	2L	88.89	18	2	0	1	18	20168706	20168689	3.3	24.7
crispr_25	2L	88.89	18	2	0	1	18	20211820	20211803	3.3	24.7
crispr_25	2L	88.89	18	2	0	1	18	20218261	20218278	3.3	24.7
crispr_25	2L	93.75	16	1	0	4	19	20947769	20947754	3.3	24.7
crispr_26	2L	94.44	18	1	0	1	18	8170215	8170198	0.27	28.3
crispr_26	2L	94.12	17	1	0	1	17	1864518	1864502	0.95	26.5
crispr_26	2L	89.47	19	2	0	1	19	2894012	2894030	0.95	26.5
crispr_26	2L	94.12	17	1	0	1	17	4826415	4826399	0.95	26.5
crispr_26	2L	89.47	19	2	0	1	19	8803959	8803941	0.95	26.5
crispr_26	2L	89.47	19	2	0	1	19	11480425	11480443	0.95	26.5
crispr_26	2L	94.12	17	1	0	1	17	13075234	13075218	0.95	26.5
crispr_26	2L	94.12	17	1	0	3	19	15028720	15028736	0.95	26.5
crispr_26	2L	94.12	17	1	0	1	17	15278758	15278742	0.95	26.5
crispr_26	2L	94.12	17	1	0	2	18	18253359	18253375	0.95	26.5
crispr_26	2L	94.12	17	1	0	3	19	18525759	18525743	0.95	26.5
crispr_26	2L	94.12	17	1	0	1	17	18841313	18841329	0.95	26.5
crispr_26	2L	89.47	19	2	0	2	20	21123804	21123822	0.95	26.5
crispr_26	2L	94.12	17	1	0	2	18	21962570	21962554	0.95	26.5
crispr_26	2L	88.89	18	2	0	1	18	2139302	2139285	3.3	24.7
crispr_26	2L	93.75	16	1	0	1	16	2515600	2515615	3.3	24.7
crispr_26	2L	93.75	16	1	0	5	20	2600072	2600057	3.3	24.7
crispr_26	2L	93.75	16	1	0	1	16	3030404	3030389	3.3	24.7
crispr_26	2L	93.75	16	1	0	2	17	4032658	4032643	3.3	24.7
crispr_26	2L	93.75	16	1	0	2	17	5589172	5589157	3.3	24.7
crispr_26	2L	93.75	16	1	0	1	16	6322939	6322954	3.3	24.7
crispr_26	2L	93.75	16	1	0	1	16	7632922	7632907	3.3	24.7
crispr_26	2L	93.75	16	1	0	1	16	7693731	7693746	3.3	24.7
crispr_26	2L	93.75	16	1	0	1	16	7825161	7825146	3.3	24.7
crispr_26	2L	93.75	16	1	0	1	16	8365967	8365952	3.3	24.7
crispr_26	2L	88.89	18	2	0	1	18	10076689	10076672	3.3	24.7
crispr_26	2L	93.75	16	1	0	3	18	10564521	10564536	3.3	24.7
crispr_26	2L	93.75	16	1	0	2	17	12566428	12566443	3.3	24.7
crispr_26	2L	93.75	16	1	0	1	16	12746283	12746268	3.3	24.7
crispr_26	2L	93.75	16	1	0	3	18	12995179	12995164	3.3	24.7
crispr_26	2L	93.75	16	1	0	5	20	13268519	13268504	3.3	24.7
crispr_26	2L	93.75	16	1	0	2	17	13354040	13354055	3.3	24.7
crispr_26	2L	93.75	16	1	0	5	20	16800584	16800599	3.3	24.7
crispr_26	2L	93.75	16	1	0	1	16	17226207	17226192	3.3	24.7
crispr_26	2L	88.89	18	2	0	1	18	17304287	17304304	3.3	24.7
crispr_26	2L	88.89	18	2	0	2	19	18265185	18265202	3.3	24.7
crispr_26	2L	93.75	16	1	0	1	16	18425878	18425893	3.3	24.7
crispr_26	2L	93.75	16	1	0	1	16	19198263	19198248	3.3	24.7
crispr_26	2L	93.75	16	1	0	1	16	21150471	21150486	3.3	24.7
crispr_26	2L	93.75	16	1	0	1	16	22079439	22079424	3.3	24.7
crispr_26	2L	93.75	16	1	0	2	17	22801324	22801339	3.3	24.7
crispr_26	2L	93.75	16	1	0	3	18	22877160	22877175	3.3	24.7
crispr_27	2L	93.75	16	1	0	4	19	13637177	13637162	3.3	24.7
crispr_27	2L	88.89	18	2	0	2	19	15228213	15228196	3.3	24.7
crispr_27	2L	90.00	20	1	1	2	21	15792720	15792738	3.3	24.7
crispr_27	2L	93.75	16	1	0	7	22	16984466	16984451	3.3	24.7
crispr_27	2L	93.75	16	1	0	7	22	18919535	18919550	3.3	24.7
crispr_28	2L	82.61	23	4	0	1	23	782623	782645	3.3	24.7
crispr_28	2L	88.89	18	2	0	5	22	9168073	9168090	3.3	24.7
crispr_28	2L	93.75	16	1	0	8	23	12851764	12851749	3.3	24.7
crispr_30	2L	88.89	18	2	0	5	22	17953996	17953979	3.3	24.7
crispr_30	2L	88.89	18	2	0	3	20	19475775	19475758	3.3	24.7
crispr_31	2L	95.00	20	0	1	1	19	19741646	19741665	0.27	28.3
crispr_31	2L	88.89	18	2	0	1	18	8277118	8277101	3.3	24.7
crispr_31	2L	93.75	16	1	0	6	21	22555461	22555476	3.3	24.7
crispr_32	2L	93.75	16	1	0	1	16	1355463	1355478	3.3	24.7
crispr_32	2L	93.75	16	1	0	5	20	11312050	11312065	3.3	24.7
crispr_32	2L	88.89	18	2	0	1	18	19414047	19414064	3.3	24.7
crispr_33	2L	94.12	17	1	0	1	17	938121	938105	0.95	26.5
crispr_33	2L	93.75	16	1	0	8	23	6269182	6269167	3.3	24.7
crispr_33	2L	93.75	16	1	0	3	18	8035256	8035241	3.3	24.7
crispr_33	2L	88.89	18	2	0	3	20	11807941	11807924	3.3	24.7
crispr_34	2L	94.12	17	1	0	2	18	1543138	1543122	0.95	26.5
crispr_34	2L	94.12	17	1	0	1	17	3003558	3003542	0.95	26.5
crispr_34	2L	94.12	17	1	0	1	17	12130385	12130369	0.95	26.5
crispr_34	2L	89.47	19	2	0	2	20	21884434	21884416	0.95	26.5
crispr_34	2L	93.75	16	1	0	3	18	164873	164858	3.3	24.7
crispr_34	2L	93.75	16	1	0	2	17	2076351	2076336	3.3	24.7
crispr_34	2L	93.75	16	1	0	1	16	18440529	18440514	3.3	24.7
crispr_34	2L	93.75	16	1	0	2	17	18555129	18555144	3.3	24.7
crispr_34	2L	93.75	16	1	0	7	22	19834153	19834168	3.3	24.7
crispr_36	2L	89.47	19	2	0	5	23	3176747	3176729	0.95	26.5
crispr_36	2L	88.89	18	2	0	5	22	9285480	9285497	3.3	24.7
crispr_36	2L	85.71	21	3	0	2	22	16586297	16586277	3.3	24.7
crispr_36	2L	93.75	16	1	0	5	20	17208380	17208365	3.3	24.7
crispr_36	2L	88.89	18	2	0	4	21	17346305	17346322	3.3	24.7
crispr_36	2L	82.61	23	4	0	1	23	17796931	17796953	3.3	24.7
crispr_36	2L	88.89	18	2	0	6	23	18350862	18350879	3.3	24.7
crispr_36	2L	88.89	18	2	0	5	22	19868822	19868805	3.3	24.7
crispr_37	2L	90.00	20	2	0	3	22	19389559	19389578	0.27	28.3
crispr_37	2L	94.12	17	1	0	1	17	1656539	1656523	0.95	26.5
crispr_37	2L	89.47	19	2	0	1	19	2863041	2863059	0.95	26.5
crispr_37	2L	89.47	19	2	0	1	19	3569543	3569525	0.95	26.5
crispr_37	2L	94.12	17	1	0	2	18	3660738	3660754	0.95	26.5
crispr_37	2L	94.12	17	1	0	1	17	4298482	4298466	0.95	26.5
crispr_37	2L	94.12	17	1	0	2	18	6853888	6853872	0.95	26.5
crispr_37	2L	94.12	17	1	0	6	22	7231705	7231721	0.95	26.5
crispr_37	2L	89.47	19	2	0	1	19	8800792	8800810	0.95	26.5
crispr_37	2L	89.47	19	2	0	1	19	10263773	10263755	0.95	26.5
crispr_37	2L	94.12	17	1	0	1	17	10725016	10725032	0.95	26.5
crispr_37	2L	89.47	19	2	0	1	19	12600199	12600217	0.95	26.5
crispr_37	2L	89.47	19	2	0	1	19	12985283	12985301	0.95	26.5
crispr_37	2L	89.47	19	2	0	4	22	17602773	17602755	0.95	26.5
crispr_37	2L	94.12	17	1	0	1	17	19831995	19832011	0.95	26.5
crispr_37	2L	94.12	17	1	0	5	21	21591427	21591443	0.95	26.5
crispr_37	2L	93.75	16	1	0	5	20	1071659	1071644	3.3	24.7
crispr_37	2L	93.75	16	1	0	4	19	1688048	1688063	3.3	24.7
crispr_37	2L	93.75	16	1	0	3	18	1701021	1701036	3.3	24.7
crispr_37	2L	93.75	16	1	0	2	17	11451372	11451387	3.3	24.7
crispr_37	2L	93.75	16	1	0	1	16	12267684	12267669	3.3	24.7
crispr_37	2L	93.75	16	1	0	2	17	12630510	12630525	3.3	24.7
crispr_37	2L	93.75	16	1	0	3	18	13088898	13088913	3.3	24.7
crispr_37	2L	93.75	16	1	0	4	19	14072556	14072541	3.3	24.7
crispr_37	2L	94.44	18	0	1	4	21	15344237	15344253	3.3	24.7
crispr_37	2L	88.89	18	2	0	2	19	15499981	15499964	3.3	24.7
crispr_37	2L	88.89	18	2	0	4	21	20146248	20146231	3.3	24.7
crispr_37	2L	88.89	18	2	0	2	19	21094828	21094845	3.3	24.7
crispr_37	2L	86.36	22	0	1	1	19	21256145	21256124	3.3	24.7
crispr_37	2L	93.75	16	1	0	1	16	22567230	22567245	3.3	24.7
crispr_38	2L	93.75	16	1	0	3	18	12677404	12677419	3.3	24.7
crispr_38	2L	93.75	16	1	0	3	18	19636130	19636115	3.3	24.7
crispr_39	2L	93.75	16	1	0	2	17	15299540	15299525	3.3	24.7
crispr_41	2L	94.12	17	1	0	7	23	10931118	10931134	0.95	26.5
crispr_41	2L	94.12	17	1	0	5	21	13303439	13303423	0.95	26.5
crispr_41	2L	94.12	17	1	0	5	21	20998982	20998966	0.95	26.5
crispr_41	2L	89.47	19	2	0	1	19	22321770	22321788	0.95	26.5
crispr_41	2L	88.89	18	2	0	5	22	601109	601092	3.3	24.7
crispr_41	2L	93.75	16	1	0	4	19	7448151	7448136	3.3	24.7
crispr_41	2L	88.89	18	2	0	5	22	19826114	19826097	3.3	24.7
crispr_41	2L	88.89	18	2	0	4	21	20938197	20938214	3.3	24.7
crispr_42	2L	89.47	19	2	0	3	21	14769637	14769619	0.95	26.5
crispr_42	2L	88.89	18	2	0	5	22	19917310	19917293	3.3	24.7
crispr_43	2L	93.75	16	1	0	3	18	3043025	3043040	3.3	24.7
crispr_43	2L	93.75	16	1	0	5	20	4808968	4808983	3.3	24.7
crispr_43	2L	93.75	16	1	0	1	16	5930773	5930758	3.3	24.7
crispr_43	2L	93.75	16	1	0	5	20	7237868	7237883	3.3	24.7
crispr_43	2L	93.75	16	1	0	3	18	7907151	7907136	3.3	24.7
crispr_43	2L	93.75	16	1	0	7	22	12375726	12375741	3.3	24.7
crispr_43	2L	93.75	16	1	0	1	16	18091417	18091402	3.3	24.7
crispr_44	2L	94.44	18	1	0	4	21	16808176	16808193	0.27	28.3
crispr_44	2L	89.47	19	2	0	4	22	3157145	3157127	0.95	26.5
crispr_44	2L	94.44	18	0	1	4	21	9417169	9417153	3.3	24.7
crispr_44	2L	88.89	18	2	0	2	19	10805943	10805960	3.3	24.7
crispr_44	2L	93.75	16	1	0	4	19	16366546	16366531	3.3	24.7
crispr_45	2L	93.75	16	1	0	6	21	6190067	6190052	3.3	24.7
crispr_46	2L	88.89	18	2	0	4	21	6008426	6008443	3.3	24.7
crispr_46	2L	88.89	18	2	0	6	23	10065987	10065970	3.3	24.7
crispr_47	2L	93.75	16	1	0	6	21	16762387	16762372	3.3	24.7
crispr_48	2L	88.89	18	2	0	5	22	1183934	1183917	3.3	24.7
crispr_49	2L	94.44	18	1	0	6	23	13826476	13826493	0.27	28.3
crispr_49	2L	89.47	19	2	0	1	19	6770556	6770574	0.95	26.5
crispr_49	2L	93.75	16	1	0	8	23	5283493	5283478	3.3	24.7
crispr_49	2L	85.71	21	3	0	3	23	13076025	13076005	3.3	24.7
crispr_49	2L	93.75	16	1	0	7	22	19430737	19430752	3.3	24.7
crispr_51	2L	94.74	19	1	0	4	22	17869978	17869960	0.078	30.1
crispr_53	2L	88.89	18	2	0	4	21	4017392	4017409	3.3	24.7
crispr_54	2L	93.75	16	1	0	1	16	19826368	19826353	3.3	24.7
crispr_55	2L	94.12	17	1	0	5	21	21847976	21847960	0.95	26.5
crispr_55	2L	93.75	16	1	0	1	16	3341062	3341077	3.3	24.7
crispr_56	2L	94.44	18	1	0	6	23	8373896	8373879	0.27	28.3
crispr_56	2L	89.47	19	2	0	1	19	5192762	5192780	0.95	26.5
crispr_56	2L	93.75	16	1	0	3	18	817751	817736	3.3	24.7
crispr_56	2L	88.89	18	2	0	4	21	829733	829750	3.3	24.7
crispr_56	2L	93.75	16	1	0	7	22	16894616	16894631	3.3	24.7
crispr_59	2L	89.47	19	2	0	5	23	1988770	1988788	0.95	26.5
crispr_60	2L	89.47	19	2	0	1	19	15379597	15379615	0.95	26.5
crispr_60	2L	93.75	16	1	0	2	17	6179832	6179847	3.3	24.7
crispr_60	2L	93.75	16	1	0	8	23	15047994	15048009	3.3	24.7
crispr_60	2L	93.75	16	1	0	7	22	15428228	15428213	3.3	24.7
crispr_61	2L	93.75	16	1	0	4	19	4916421	4916436	3.3	24.7
crispr_62	2L	88.89	18	2	0	4	21	6603949	6603966	3.3	24.7
crispr_63	2L	94.44	18	1	0	5	22	14654836	14654819	0.27	28.3
crispr_63	2L	94.12	17	1	0	1	17	2586109	2586125	0.95	26.5
crispr_63	2L	93.75	16	1	0	6	21	4693518	4693503	3.3	24.7
crispr_63	2L	93.75	16	1	0	7	22	5972897	5972882	3.3	24.7
crispr_63	2L	88.89	18	2	0	2	19	11268463	11268480	3.3	24.7
crispr_63	2L	88.89	18	2	0	2	19	11270287	11270270	3.3	24.7
crispr_63	2L	93.75	16	1	0	6	21	17485606	17485621	3.3	24.7
crispr_64	2L	94.12	17	1	0	5	21	19367150	19367166	0.95	26.5
crispr_64	2L	88.89	18	2	0	4	21	2685948	2685965	3.3	24.7
crispr_64	2L	93.75	16	1	0	4	19	6847644	6847629	3.3	24.7
crispr_64	2L	88.89	18	2	0	3	20	12813934	12813951	3.3	24.7
crispr_64	2L	93.75	16	1	0	7	22	20473099	20473114	3.3	24.7
crispr_65	2L	90.00	20	2	0	2	21	5573197	5573216	0.27	28.3
crispr_65	2L	86.36	22	3	0	1	22	16021085	16021064	0.95	26.5
crispr_65	2L	88.89	18	2	0	5	22	801243	801260	3.3	24.7
crispr_65	2L	93.75	16	1	0	4	19	1677479	1677464	3.3	24.7
crispr_65	2L	85.71	21	3	0	3	23	3642694	3642714	3.3	24.7
crispr_65	2L	93.75	16	1	0	2	17	5679805	5679790	3.3	24.7
crispr_66	2L	90.48	21	2	0	2	22	18197671	18197651	0.078	30.1
crispr_66	2L	94.12	17	1	0	1	17	6490323	6490339	0.95	26.5
crispr_67	2L	93.75	16	1	0	8	23	7578971	7578956	3.3	24.7
crispr_68	2L	93.75	16	1	0	4	19	5051334	5051319	3.3	24.7
crispr_68	2L	88.89	18	2	0	2	19	6106465	6106448	3.3	24.7
crispr_69	2L	93.75	16	1	0	4	19	12291929	12291944	3.3	24.7
crispr_69	2L	88.89	18	2	0	4	21	16316081	16316064	3.3	24.7
crispr_69	2L	93.75	16	1	0	1	16	21920740	21920755	3.3	24.7
crispr_69	2L	93.75	16	1	0	4	19	22027827	22027812	3.3	24.7
crispr_70	2L	94.12	17	1	0	5	21	18928325	18928341	0.95	26.5
crispr_70	2L	88.89	18	2	0	6	23	18327681	18327698	3.3	24.7
crispr_70	2L	93.75	16	1	0	8	23	20938553	20938538	3.3	24.7
crispr_71	2L	93.75	16	1	0	1	16	4207784	4207799	3.3	24.7
crispr_71	2L	93.75	16	1	0	6	21	13500771	13500756	3.3	24.7
crispr_72	2L	89.47	19	2	0	5	23	5799921	5799903	0.95	26.5
crispr_72	2L	94.12	17	1	0	7	23	7712887	7712903	0.95	26.5
crispr_72	2L	93.75	16	1	0	8	23	804426	804441	3.3	24.7
crispr_73	2L	94.12	17	1	0	3	19	3357368	3357352	0.95	26.5
crispr_73	2L	94.12	17	1	0	3	19	3357500	3357484	0.95	26.5
crispr_73	2L	89.47	19	2	0	3	21	16291129	16291147	0.95	26.5
crispr_73	2L	93.75	16	1	0	6	21	6466235	6466250	3.3	24.7
crispr_73	2L	85.71	21	3	0	1	21	9778278	9778258	3.3	24.7
crispr_73	2L	85.71	21	3	0	1	21	20014030	20014050	3.3	24.7
crispr_74	2L	94.12	17	1	0	7	23	13047705	13047689	0.95	26.5
crispr_74	2L	93.75	16	1	0	6	21	17849267	17849282	3.3	24.7
crispr_75	2L	90.00	20	2	0	1	20	20875198	20875217	0.27	28.3
crispr_75	2L	93.75	16	1	0	4	19	10368095	10368080	3.3	24.7
crispr_75	2L	93.75	16	1	0	5	20	13511206	13511221	3.3	24.7
crispr_76	2L	94.12	17	1	0	1	17	11933212	11933196	0.95	26.5
crispr_77	2L	89.47	19	2	0	4	22	10927378	10927396	0.95	26.5
crispr_77	2L	88.89	18	2	0	5	22	157041	157024	3.3	24.7
crispr_77	2L	93.75	16	1	0	8	23	4260233	4260248	3.3	24.7
crispr_77	2L	88.89	18	2	0	1	18	6400969	6400952	3.3	24.7
crispr_77	2L	93.75	16	1	0	8	23	15375392	15375377	3.3	24.7
crispr_77	2L	88.89	18	2	0	4	21	20036426	20036409	3.3	24.7
crispr_78	2L	94.12	17	1	0	7	23	13097949	13097933	0.95	26.5
crispr_78	2L	93.75	16	1	0	6	21	2781352	2781337	3.3	24.7
crispr_78	2L	88.89	18	2	0	4	21	4249598	4249581	3.3	24.7
crispr_78	2L	88.89	18	2	0	2	19	15548384	15548367	3.3	24.7
crispr_78	2L	94.44	18	0	1	1	18	22740392	22740408	3.3	24.7
crispr_79	2L	90.00	20	2	0	1	20	5325677	5325696	0.27	28.3
crispr_79	2L	94.44	18	1	0	4	21	7104359	7104376	0.27	28.3
crispr_79	2L	94.44	18	1	0	4	21	7166184	7166167	0.27	28.3
crispr_79	2L	94.12	17	1	0	5	21	8084146	8084162	0.95	26.5
crispr_79	2L	94.12	17	1	0	4	20	11272279	11272295	0.95	26.5
crispr_79	2L	93.75	16	1	0	3	18	432052	432067	3.3	24.7
crispr_79	2L	93.75	16	1	0	6	21	6524128	6524113	3.3	24.7
crispr_79	2L	85.71	21	3	0	3	23	7433085	7433065	3.3	24.7
crispr_79	2L	93.75	16	1	0	6	21	11434400	11434385	3.3	24.7
crispr_79	2L	93.75	16	1	0	5	20	12151785	12151770	3.3	24.7
crispr_79	2L	88.89	18	2	0	5	22	18445583	18445566	3.3	24.7
crispr_79	2L	85.71	21	3	0	2	22	19135576	19135596	3.3	24.7
crispr_79	2L	93.75	16	1	0	6	21	19230862	19230877	3.3	24.7
crispr_79	2L	88.89	18	2	0	4	21	21017900	21017883	3.3	24.7
crispr_80	2L	94.44	18	1	0	2	19	22186722	22186739	0.27	28.3
crispr_80	2L	88.89	18	2	0	1	18	2035863	2035880	3.3	24.7
crispr_81	2L	93.75	16	1	0	6	21	6010714	6010729	3.3	24.7
crispr_81	2L	93.75	16	1	0	4	19	9678646	9678661	3.3	24.7
crispr_81	2L	88.89	18	2	0	3	20	18877833	18877850	3.3	24.7
crispr_82	2L	94.44	18	1	0	5	22	2627805	2627788	0.27	28.3
crispr_82	2L	94.12	17	1	0	4	20	1597163	1597147	0.95	26.5
crispr_82	2L	94.12	17	1	0	5	21	11230130	11230114	0.95	26.5
crispr_82	2L	94.12	17	1	0	6	22	11477678	11477662	0.95	26.5
